offset,dtype,value,confidence,reason
202617,float64,14.5,0.5,finite furniture-like float64
202670,float64,-9.0,0.5,finite furniture-like float64
202704,float64,-1.0,0.5,finite furniture-like float64
202755,float64,2.25,0.5,finite furniture-like float64
202772,float64,13.0,0.5,finite furniture-like float64
202950,float64,18.0,0.5,finite furniture-like float64
202984,float64,-3.55,0.5,finite furniture-like float64
203001,float64,-3.55,0.5,finite furniture-like float64
203018,float64,52.0,0.5,finite furniture-like float64
203035,float64,3.55,0.5,finite furniture-like float64
203052,float64,3.55,0.5,finite furniture-like float64
203138,float64,1.0,0.5,finite furniture-like float64
203189,float64,3.55,0.5,finite furniture-like float64
203206,float64,18.000000000000057,0.5,finite furniture-like float64
203242,float64,18.0,0.5,finite furniture-like float64
203293,float64,1.0,0.5,finite furniture-like float64
203344,float64,2.25,0.5,finite furniture-like float64
203361,float64,34.0,0.5,finite furniture-like float64
203539,float64,18.0,0.5,finite furniture-like float64
203573,float64,-3.55,0.5,finite furniture-like float64
203590,float64,-3.55,0.5,finite furniture-like float64
203607,float64,52.0,0.5,finite furniture-like float64
203624,float64,3.55,0.5,finite furniture-like float64
203641,float64,3.55,0.5,finite furniture-like float64
203727,float64,1.0,0.5,finite furniture-like float64
203778,float64,3.55,0.5,finite furniture-like float64
203795,float64,18.0,0.5,finite furniture-like float64
203831,float64,18.0,0.5,finite furniture-like float64
203882,float64,1.0,0.5,finite furniture-like float64
203933,float64,2.25,0.5,finite furniture-like float64
203950,float64,34.0,0.5,finite furniture-like float64
204128,float64,18.0,0.5,finite furniture-like float64
204162,float64,-3.55,0.5,finite furniture-like float64
204179,float64,-3.55,0.5,finite furniture-like float64
204196,float64,52.0,0.5,finite furniture-like float64
204213,float64,3.55,0.5,finite furniture-like float64
204230,float64,3.55,0.5,finite furniture-like float64
204316,float64,1.0,0.5,finite furniture-like float64
204367,float64,3.55,0.5,finite furniture-like float64
204384,float64,18.00000000000003,0.5,finite furniture-like float64
204420,float64,18.0,0.5,finite furniture-like float64
204471,float64,1.0,0.5,finite furniture-like float64
204522,float64,2.25,0.5,finite furniture-like float64
204539,float64,34.0,0.5,finite furniture-like float64
204717,float64,18.0,0.5,finite furniture-like float64
204751,float64,-3.55,0.5,finite furniture-like float64
204768,float64,-3.55,0.5,finite furniture-like float64
204785,float64,52.0,0.5,finite furniture-like float64
204802,float64,3.55,0.5,finite furniture-like float64
204819,float64,3.55,0.5,finite furniture-like float64
204905,float64,1.0,0.5,finite furniture-like float64
204956,float64,3.55,0.5,finite furniture-like float64
204973,float64,18.000000000000085,0.5,finite furniture-like float64
205009,float64,18.0,0.5,finite furniture-like float64
205060,float64,1.0,0.5,finite furniture-like float64
205111,float64,2.25,0.5,finite furniture-like float64
205128,float64,34.0,0.5,finite furniture-like float64
205306,float64,18.0,0.5,finite furniture-like float64
205340,float64,-3.55,0.5,finite furniture-like float64
205357,float64,-3.55,0.5,finite furniture-like float64
205374,float64,52.0,0.5,finite furniture-like float64
205391,float64,3.55,0.5,finite furniture-like float64
205408,float64,3.55,0.5,finite furniture-like float64
205494,float64,1.0,0.5,finite furniture-like float64
205545,float64,3.55,0.5,finite furniture-like float64
205562,float64,18.000000000000085,0.5,finite furniture-like float64
205598,float64,18.0,0.5,finite furniture-like float64
205649,float64,1.0,0.5,finite furniture-like float64
205700,float64,2.25,0.5,finite furniture-like float64
205717,float64,34.0,0.5,finite furniture-like float64
205895,float64,18.0,0.5,finite furniture-like float64
205929,float64,-3.55,0.5,finite furniture-like float64
205946,float64,-3.55,0.5,finite furniture-like float64
205963,float64,52.0,0.5,finite furniture-like float64
205980,float64,3.55,0.5,finite furniture-like float64
205997,float64,3.55,0.5,finite furniture-like float64
206083,float64,1.0,0.5,finite furniture-like float64
206134,float64,3.55,0.5,finite furniture-like float64
206151,float64,18.000000000000085,0.5,finite furniture-like float64
206187,float64,18.0,0.5,finite furniture-like float64
206238,float64,1.0,0.5,finite furniture-like float64
206289,float64,2.25,0.5,finite furniture-like float64
206306,float64,34.0,0.5,finite furniture-like float64
206508,float64,18.0,0.5,finite furniture-like float64
206797,float64,-13.0,0.5,finite furniture-like float64
206814,float64,-14.5,0.5,finite furniture-like float64
206831,float64,-10.0,0.5,finite furniture-like float64
206848,float64,19.5,0.5,finite furniture-like float64
206882,float64,10.0,0.5,finite furniture-like float64
206917,float64,9.5,0.5,finite furniture-like float64
206985,float64,-1.0,0.5,finite furniture-like float64
207019,float64,10.0,0.5,finite furniture-like float64
207036,float64,14.5,0.5,finite furniture-like float64
207089,float64,-9.0,0.5,finite furniture-like float64
207123,float64,-1.0,0.5,finite furniture-like float64
207174,float64,2.25,0.5,finite furniture-like float64
207191,float64,13.0,0.5,finite furniture-like float64
207393,float64,18.0,0.5,finite furniture-like float64
207682,float64,-13.0,0.5,finite furniture-like float64
207699,float64,-14.5,0.5,finite furniture-like float64
207716,float64,-10.0,0.5,finite furniture-like float64
207733,float64,19.5,0.5,finite furniture-like float64
207767,float64,10.0,0.5,finite furniture-like float64
207802,float64,9.5,0.5,finite furniture-like float64
207870,float64,-1.0,0.5,finite furniture-like float64
207904,float64,10.0,0.5,finite furniture-like float64
207921,float64,14.5,0.5,finite furniture-like float64
207974,float64,-9.0,0.5,finite furniture-like float64
208008,float64,-1.0,0.5,finite furniture-like float64
208059,float64,2.25,0.5,finite furniture-like float64
208076,float64,13.0,0.5,finite furniture-like float64
208278,float64,18.0,0.5,finite furniture-like float64
208567,float64,-13.0,0.5,finite furniture-like float64
208584,float64,-14.5,0.5,finite furniture-like float64
208601,float64,-10.0,0.5,finite furniture-like float64
208618,float64,19.5,0.5,finite furniture-like float64
208652,float64,10.0,0.5,finite furniture-like float64
208687,float64,9.5,0.5,finite furniture-like float64
208755,float64,-1.0,0.5,finite furniture-like float64
208789,float64,10.0,0.5,finite furniture-like float64
208806,float64,14.5,0.5,finite furniture-like float64
208859,float64,-9.0,0.5,finite furniture-like float64
208893,float64,-1.0,0.5,finite furniture-like float64
208944,float64,2.25,0.5,finite furniture-like float64
208961,float64,13.0,0.5,finite furniture-like float64
209139,float64,18.0,0.5,finite furniture-like float64
209173,float64,-3.55,0.5,finite furniture-like float64
209190,float64,-3.55,0.5,finite furniture-like float64
209207,float64,52.0,0.5,finite furniture-like float64
209224,float64,3.55,0.5,finite furniture-like float64
209241,float64,3.55,0.5,finite furniture-like float64
209327,float64,1.0,0.5,finite furniture-like float64
209378,float64,3.55,0.5,finite furniture-like float64
209395,float64,18.00000000000006,0.5,finite furniture-like float64
209431,float64,18.0,0.5,finite furniture-like float64
209482,float64,1.0,0.5,finite furniture-like float64
209533,float64,2.25,0.5,finite furniture-like float64
209550,float64,34.0,0.5,finite furniture-like float64
209752,float64,18.0,0.5,finite furniture-like float64
210041,float64,-13.0,0.5,finite furniture-like float64
210058,float64,-14.5,0.5,finite furniture-like float64
210075,float64,-10.0,0.5,finite furniture-like float64
210092,float64,19.5,0.5,finite furniture-like float64
210126,float64,10.0,0.5,finite furniture-like float64
210161,float64,9.5,0.5,finite furniture-like float64
210229,float64,-1.0,0.5,finite furniture-like float64
210263,float64,10.0,0.5,finite furniture-like float64
210280,float64,14.5,0.5,finite furniture-like float64
210333,float64,-9.0,0.5,finite furniture-like float64
210367,float64,-1.0,0.5,finite furniture-like float64
210418,float64,2.25,0.5,finite furniture-like float64
210435,float64,13.0,0.5,finite furniture-like float64
210637,float64,18.0,0.5,finite furniture-like float64
210926,float64,-13.0,0.5,finite furniture-like float64
210943,float64,-14.5,0.5,finite furniture-like float64
210960,float64,-10.0,0.5,finite furniture-like float64
210977,float64,19.5,0.5,finite furniture-like float64
211011,float64,10.0,0.5,finite furniture-like float64
211046,float64,9.5,0.5,finite furniture-like float64
211114,float64,-1.0,0.5,finite furniture-like float64
211148,float64,10.0,0.5,finite furniture-like float64
211165,float64,14.5,0.5,finite furniture-like float64
211218,float64,-9.0,0.5,finite furniture-like float64
211252,float64,-1.0,0.5,finite furniture-like float64
211303,float64,2.25,0.5,finite furniture-like float64
211320,float64,13.0,0.5,finite furniture-like float64
211522,float64,18.0,0.5,finite furniture-like float64
211811,float64,-13.0,0.5,finite furniture-like float64
211828,float64,-14.5,0.5,finite furniture-like float64
211845,float64,-10.0,0.5,finite furniture-like float64
211862,float64,19.5,0.5,finite furniture-like float64
211896,float64,10.0,0.5,finite furniture-like float64
211931,float64,9.5,0.5,finite furniture-like float64
211999,float64,-1.0,0.5,finite furniture-like float64
212033,float64,10.0,0.5,finite furniture-like float64
212050,float64,14.5,0.5,finite furniture-like float64
212103,float64,-9.0,0.5,finite furniture-like float64
212137,float64,-1.0,0.5,finite furniture-like float64
212188,float64,2.25,0.5,finite furniture-like float64
212205,float64,13.0,0.5,finite furniture-like float64
212407,float64,18.0,0.5,finite furniture-like float64
212696,float64,-13.0,0.5,finite furniture-like float64
212713,float64,-14.5,0.5,finite furniture-like float64
212730,float64,-10.0,0.5,finite furniture-like float64
212747,float64,19.5,0.5,finite furniture-like float64
212781,float64,10.0,0.5,finite furniture-like float64
212816,float64,9.5,0.5,finite furniture-like float64
212884,float64,-1.0,0.5,finite furniture-like float64
212918,float64,10.0,0.5,finite furniture-like float64
212935,float64,14.5,0.5,finite furniture-like float64
212988,float64,-9.0,0.5,finite furniture-like float64
213022,float64,-1.0,0.5,finite furniture-like float64
213073,float64,2.25,0.5,finite furniture-like float64
213090,float64,13.0,0.5,finite furniture-like float64
213292,float64,18.0,0.5,finite furniture-like float64
213581,float64,-13.0,0.5,finite furniture-like float64
213598,float64,-14.5,0.5,finite furniture-like float64
213615,float64,-10.0,0.5,finite furniture-like float64
213632,float64,19.5,0.5,finite furniture-like float64
213666,float64,10.0,0.5,finite furniture-like float64
213701,float64,9.5,0.5,finite furniture-like float64
213769,float64,-1.0,0.5,finite furniture-like float64
213803,float64,10.0,0.5,finite furniture-like float64
213820,float64,14.5,0.5,finite furniture-like float64
213873,float64,-9.0,0.5,finite furniture-like float64
213907,float64,-1.0,0.5,finite furniture-like float64
213958,float64,2.25,0.5,finite furniture-like float64
213975,float64,13.0,0.5,finite furniture-like float64
214177,float64,18.0,0.5,finite furniture-like float64
214466,float64,-13.0,0.5,finite furniture-like float64
214483,float64,-14.5,0.5,finite furniture-like float64
214500,float64,-10.0,0.5,finite furniture-like float64
214517,float64,19.5,0.5,finite furniture-like float64
214551,float64,10.0,0.5,finite furniture-like float64
214586,float64,9.5,0.5,finite furniture-like float64
214654,float64,-1.0,0.5,finite furniture-like float64
214688,float64,10.0,0.5,finite furniture-like float64
214705,float64,14.5,0.5,finite furniture-like float64
214758,float64,-9.0,0.5,finite furniture-like float64
214792,float64,-1.0,0.5,finite furniture-like float64
214843,float64,2.25,0.5,finite furniture-like float64
214860,float64,13.0,0.5,finite furniture-like float64
215038,float64,18.0,0.5,finite furniture-like float64
215072,float64,-3.55,0.5,finite furniture-like float64
215089,float64,-3.55,0.5,finite furniture-like float64
215106,float64,52.0,0.5,finite furniture-like float64
215123,float64,3.55,0.5,finite furniture-like float64
215140,float64,3.55,0.5,finite furniture-like float64
215226,float64,1.0,0.5,finite furniture-like float64
215277,float64,3.55,0.5,finite furniture-like float64
215294,float64,18.0,0.5,finite furniture-like float64
215330,float64,18.0,0.5,finite furniture-like float64
215381,float64,1.0,0.5,finite furniture-like float64
215432,float64,2.25,0.5,finite furniture-like float64
215449,float64,34.0,0.5,finite furniture-like float64
215627,float64,18.0,0.5,finite furniture-like float64
215661,float64,-3.55,0.5,finite furniture-like float64
215678,float64,-3.55,0.5,finite furniture-like float64
215695,float64,52.0,0.5,finite furniture-like float64
215712,float64,3.55,0.5,finite furniture-like float64
215729,float64,3.55,0.5,finite furniture-like float64
215815,float64,1.0,0.5,finite furniture-like float64
215866,float64,3.55,0.5,finite furniture-like float64
215883,float64,18.0,0.5,finite furniture-like float64
215919,float64,18.0,0.5,finite furniture-like float64
215970,float64,1.0,0.5,finite furniture-like float64
216021,float64,2.25,0.5,finite furniture-like float64
216038,float64,34.0,0.5,finite furniture-like float64
216216,float64,18.0,0.5,finite furniture-like float64
216250,float64,-3.55,0.5,finite furniture-like float64
216267,float64,-3.55,0.5,finite furniture-like float64
216284,float64,52.0,0.5,finite furniture-like float64
216301,float64,3.55,0.5,finite furniture-like float64
216318,float64,3.55,0.5,finite furniture-like float64
216404,float64,1.0,0.5,finite furniture-like float64
216455,float64,3.55,0.5,finite furniture-like float64
216472,float64,18.0,0.5,finite furniture-like float64
216508,float64,18.0,0.5,finite furniture-like float64
216559,float64,1.0,0.5,finite furniture-like float64
216610,float64,2.25,0.5,finite furniture-like float64
216627,float64,34.0,0.5,finite furniture-like float64
216805,float64,18.0,0.5,finite furniture-like float64
216839,float64,-3.55,0.5,finite furniture-like float64
216856,float64,-3.55,0.5,finite furniture-like float64
216873,float64,52.0,0.5,finite furniture-like float64
216890,float64,3.55,0.5,finite furniture-like float64
216907,float64,3.55,0.5,finite furniture-like float64
216993,float64,1.0,0.5,finite furniture-like float64
217044,float64,3.55,0.5,finite furniture-like float64
217061,float64,18.0,0.5,finite furniture-like float64
217097,float64,18.0,0.5,finite furniture-like float64
217148,float64,1.0,0.5,finite furniture-like float64
217199,float64,2.25,0.5,finite furniture-like float64
217216,float64,34.0,0.5,finite furniture-like float64
217394,float64,18.0,0.5,finite furniture-like float64
217428,float64,-3.55,0.5,finite furniture-like float64
217445,float64,-3.55,0.5,finite furniture-like float64
217462,float64,52.0,0.5,finite furniture-like float64
217479,float64,3.55,0.5,finite furniture-like float64
217496,float64,3.55,0.5,finite furniture-like float64
217582,float64,1.0,0.5,finite furniture-like float64
217633,float64,3.55,0.5,finite furniture-like float64
217650,float64,18.0,0.5,finite furniture-like float64
217686,float64,18.0,0.5,finite furniture-like float64
217737,float64,1.0,0.5,finite furniture-like float64
217788,float64,2.25,0.5,finite furniture-like float64
217805,float64,34.0,0.5,finite furniture-like float64
217983,float64,18.0,0.5,finite furniture-like float64
218017,float64,-3.55,0.5,finite furniture-like float64
218034,float64,-3.55,0.5,finite furniture-like float64
218051,float64,52.0,0.5,finite furniture-like float64
218068,float64,3.55,0.5,finite furniture-like float64
218085,float64,3.55,0.5,finite furniture-like float64
218171,float64,1.0,0.5,finite furniture-like float64
218222,float64,3.55,0.5,finite furniture-like float64
218239,float64,18.0,0.5,finite furniture-like float64
218275,float64,18.0,0.5,finite furniture-like float64
218326,float64,1.0,0.5,finite furniture-like float64
218377,float64,2.25,0.5,finite furniture-like float64
218394,float64,34.0,0.5,finite furniture-like float64
218572,float64,18.0,0.5,finite furniture-like float64
218606,float64,-3.55,0.5,finite furniture-like float64
218623,float64,-3.55,0.5,finite furniture-like float64
218640,float64,52.0,0.5,finite furniture-like float64
218657,float64,3.55,0.5,finite furniture-like float64
218674,float64,3.55,0.5,finite furniture-like float64
218760,float64,1.0,0.5,finite furniture-like float64
218811,float64,3.55,0.5,finite furniture-like float64
218828,float64,18.0,0.5,finite furniture-like float64
218864,float64,18.0,0.5,finite furniture-like float64
218915,float64,1.0,0.5,finite furniture-like float64
218966,float64,2.25,0.5,finite furniture-like float64
218983,float64,34.0,0.5,finite furniture-like float64
219161,float64,18.0,0.5,finite furniture-like float64
219195,float64,-3.55,0.5,finite furniture-like float64
219212,float64,-3.55,0.5,finite furniture-like float64
219229,float64,52.0,0.5,finite furniture-like float64
219246,float64,3.55,0.5,finite furniture-like float64
219263,float64,3.55,0.5,finite furniture-like float64
219349,float64,1.0,0.5,finite furniture-like float64
219400,float64,3.55,0.5,finite furniture-like float64
219417,float64,18.0,0.5,finite furniture-like float64
219453,float64,18.0,0.5,finite furniture-like float64
219504,float64,1.0,0.5,finite furniture-like float64
219555,float64,2.25,0.5,finite furniture-like float64
219572,float64,34.0,0.5,finite furniture-like float64
219750,float64,18.0,0.5,finite furniture-like float64
219784,float64,-3.55,0.5,finite furniture-like float64
219801,float64,-3.55,0.5,finite furniture-like float64
219818,float64,52.0,0.5,finite furniture-like float64
219835,float64,3.55,0.5,finite furniture-like float64
219852,float64,3.55,0.5,finite furniture-like float64
219938,float64,1.0,0.5,finite furniture-like float64
219989,float64,3.55,0.5,finite furniture-like float64
220006,float64,18.0,0.5,finite furniture-like float64
220042,float64,18.0,0.5,finite furniture-like float64
220093,float64,1.0,0.5,finite furniture-like float64
220144,float64,2.25,0.5,finite furniture-like float64
220161,float64,34.0,0.5,finite furniture-like float64
220339,float64,18.0,0.5,finite furniture-like float64
220373,float64,-3.55,0.5,finite furniture-like float64
220390,float64,-3.55,0.5,finite furniture-like float64
220407,float64,52.0,0.5,finite furniture-like float64
220424,float64,3.55,0.5,finite furniture-like float64
220441,float64,3.55,0.5,finite furniture-like float64
220527,float64,1.0,0.5,finite furniture-like float64
220578,float64,3.55,0.5,finite furniture-like float64
220595,float64,18.0,0.5,finite furniture-like float64
220631,float64,18.0,0.5,finite furniture-like float64
220682,float64,1.0,0.5,finite furniture-like float64
220733,float64,2.25,0.5,finite furniture-like float64
220750,float64,34.0,0.5,finite furniture-like float64
220928,float64,18.0,0.5,finite furniture-like float64
220962,float64,-3.55,0.5,finite furniture-like float64
220979,float64,-3.55,0.5,finite furniture-like float64
220996,float64,52.0,0.5,finite furniture-like float64
221013,float64,3.55,0.5,finite furniture-like float64
221030,float64,3.55,0.5,finite furniture-like float64
221116,float64,1.0,0.5,finite furniture-like float64
221167,float64,3.55,0.5,finite furniture-like float64
221184,float64,18.0,0.5,finite furniture-like float64
221220,float64,18.0,0.5,finite furniture-like float64
221271,float64,1.0,0.5,finite furniture-like float64
221322,float64,2.25,0.5,finite furniture-like float64
221339,float64,34.0,0.5,finite furniture-like float64
221517,float64,18.0,0.5,finite furniture-like float64
221551,float64,-3.55,0.5,finite furniture-like float64
221568,float64,-3.55,0.5,finite furniture-like float64
221585,float64,52.0,0.5,finite furniture-like float64
221602,float64,3.55,0.5,finite furniture-like float64
221619,float64,3.55,0.5,finite furniture-like float64
221705,float64,1.0,0.5,finite furniture-like float64
221756,float64,3.55,0.5,finite furniture-like float64
221773,float64,18.0,0.5,finite furniture-like float64
221809,float64,18.0,0.5,finite furniture-like float64
221860,float64,1.0,0.5,finite furniture-like float64
221911,float64,2.25,0.5,finite furniture-like float64
221928,float64,34.0,0.5,finite furniture-like float64
222106,float64,18.0,0.5,finite furniture-like float64
222140,float64,-3.55,0.5,finite furniture-like float64
222157,float64,-3.55,0.5,finite furniture-like float64
222174,float64,52.0,0.5,finite furniture-like float64
222191,float64,3.55,0.5,finite furniture-like float64
222208,float64,3.55,0.5,finite furniture-like float64
222294,float64,1.0,0.5,finite furniture-like float64
222345,float64,3.55,0.5,finite furniture-like float64
222362,float64,18.0,0.5,finite furniture-like float64
222398,float64,18.0,0.5,finite furniture-like float64
222449,float64,1.0,0.5,finite furniture-like float64
222500,float64,2.25,0.5,finite furniture-like float64
222517,float64,34.0,0.5,finite furniture-like float64
222695,float64,18.0,0.5,finite furniture-like float64
222729,float64,-3.55,0.5,finite furniture-like float64
222746,float64,-3.55,0.5,finite furniture-like float64
222763,float64,52.0,0.5,finite furniture-like float64
222780,float64,3.55,0.5,finite furniture-like float64
222797,float64,3.55,0.5,finite furniture-like float64
222883,float64,1.0,0.5,finite furniture-like float64
222934,float64,3.55,0.5,finite furniture-like float64
222951,float64,18.0,0.5,finite furniture-like float64
222987,float64,18.0,0.5,finite furniture-like float64
223038,float64,1.0,0.5,finite furniture-like float64
223089,float64,2.25,0.5,finite furniture-like float64
223106,float64,34.0,0.5,finite furniture-like float64
223216,float64,16.0,0.5,finite furniture-like float64
223233,float64,-4.0,0.5,finite furniture-like float64
223250,float64,-4.0,0.5,finite furniture-like float64
223267,float64,-18.0,0.5,finite furniture-like float64
223284,float64,4.000000000000002,0.5,finite furniture-like float64
223301,float64,4.0,0.5,finite furniture-like float64
223447,float64,-1.0,0.5,finite furniture-like float64
223464,float64,4.0,0.5,finite furniture-like float64
223481,float64,17.999999999999986,0.5,finite furniture-like float64
223604,float64,16.0,0.5,finite furniture-like float64
223621,float64,-4.0,0.5,finite furniture-like float64
223638,float64,-4.0,0.5,finite furniture-like float64
223655,float64,-17.999999999999897,0.5,finite furniture-like float64
223672,float64,4.000000000000002,0.5,finite furniture-like float64
223689,float64,4.0,0.5,finite furniture-like float64
223835,float64,-1.0,0.5,finite furniture-like float64
223852,float64,4.0,0.5,finite furniture-like float64
223869,float64,17.999999999999986,0.5,finite furniture-like float64
223992,float64,16.0,0.5,finite furniture-like float64
224009,float64,-4.0,0.5,finite furniture-like float64
224026,float64,-4.0,0.5,finite furniture-like float64
224043,float64,-17.999999999977206,0.5,finite furniture-like float64
224060,float64,4.000000000000002,0.5,finite furniture-like float64
224077,float64,4.0,0.5,finite furniture-like float64
224223,float64,-1.0,0.5,finite furniture-like float64
224240,float64,4.0,0.5,finite furniture-like float64
224257,float64,17.999999999999552,0.5,finite furniture-like float64
224533,float64,90.0,0.5,finite furniture-like float64
224550,float64,90.0,0.5,finite furniture-like float64
224567,float64,90.0,0.5,finite furniture-like float64
224600,float64,2.000000000000002,0.5,finite furniture-like float64
224601,float64,-32.0,0.5,finite furniture-like float64
224618,float64,-2.000000000000014,0.5,finite furniture-like float64
224635,float64,19.5,0.5,finite furniture-like float64
224651,float64,2.000000000000002,0.5,finite furniture-like float64
224652,float64,32.0,0.5,finite furniture-like float64
224669,float64,561.9999999999778,0.5,finite furniture-like float64
224789,float64,-1.0,0.5,finite furniture-like float64
224806,float64,1.0,0.5,finite furniture-like float64
224823,float64,2.0,0.5,finite furniture-like float64
224944,float64,-1.0,0.5,finite furniture-like float64
224961,float64,1.0,0.5,finite furniture-like float64
224978,float64,2.0,0.5,finite furniture-like float64
225048,float64,90.0,0.5,finite furniture-like float64
225099,float64,1.0,0.5,finite furniture-like float64
225116,float64,1.0,0.5,finite furniture-like float64
225133,float64,2.0,0.5,finite furniture-like float64
225203,float64,90.0,0.5,finite furniture-like float64
225254,float64,1.0,0.5,finite furniture-like float64
225271,float64,1.0,0.5,finite furniture-like float64
225288,float64,2.0,0.5,finite furniture-like float64
225499,float64,1.0,0.5,finite furniture-like float64
225539,float64,1.0,0.5,finite furniture-like float64
225579,float64,1.0,0.5,finite furniture-like float64
225619,float64,1.0,0.5,finite furniture-like float64
247312,float64,1.0,0.5,finite furniture-like float64
247352,float64,1.0,0.5,finite furniture-like float64
247392,float64,1.0,0.5,finite furniture-like float64
247432,float64,1.0,0.5,finite furniture-like float64
253040,float64,-2.0000000000007656,0.5,finite furniture-like float64
253600,float64,-2.0000000000001967,0.5,finite furniture-like float64
253712,float64,-2.0000000000001967,0.5,finite furniture-like float64
253824,float64,-2.000000000000538,0.5,finite furniture-like float64
253936,float64,-2.0000000000003104,0.5,finite furniture-like float64
254160,float64,-2.0000000000005382,0.5,finite furniture-like float64
254579,float64,-608.0,0.5,finite furniture-like float64
256400,float64,-2.000000000000082,0.5,finite furniture-like float64
256512,float64,-2.0000000000000835,0.5,finite furniture-like float64
256736,float64,-2.0000000000000835,0.5,finite furniture-like float64
257408,float64,-2.000000000000311,0.5,finite furniture-like float64
257856,float64,-2.000000000000311,0.5,finite furniture-like float64
259088,float64,-2.0000000000000835,0.5,finite furniture-like float64
260880,float64,-2.0000000000001403,0.5,finite furniture-like float64
261104,float64,-2.0000000000000835,0.5,finite furniture-like float64
261552,float64,-2.0000000000000835,0.5,finite furniture-like float64
261664,float64,-2.0000000000000835,0.5,finite furniture-like float64
268982,float64,28.0,0.5,finite furniture-like float64
269006,float64,28.0,0.5,finite furniture-like float64
269038,float64,28.0,0.5,finite furniture-like float64
269062,float64,28.0,0.5,finite furniture-like float64
269070,float64,11.0,0.5,finite furniture-like float64
269094,float64,28.0,0.5,finite furniture-like float64
269102,float64,11.0,0.5,finite furniture-like float64
269118,float64,28.0,0.5,finite furniture-like float64
269126,float64,16.5,0.5,finite furniture-like float64
269150,float64,28.0,0.5,finite furniture-like float64
269158,float64,16.5,0.5,finite furniture-like float64
269174,float64,28.0,0.5,finite furniture-like float64
269182,float64,16.5,0.5,finite furniture-like float64
269206,float64,28.0,0.5,finite furniture-like float64
269214,float64,11.0,0.5,finite furniture-like float64
269230,float64,28.0,0.5,finite furniture-like float64
269238,float64,16.5,0.5,finite furniture-like float64
269262,float64,28.0,0.5,finite furniture-like float64
269286,float64,28.0,0.5,finite furniture-like float64
269294,float64,11.0,0.5,finite furniture-like float64
269318,float64,28.0,0.5,finite furniture-like float64
269326,float64,11.0,0.5,finite furniture-like float64
269342,float64,28.0,0.5,finite furniture-like float64
269350,float64,11.0,0.5,finite furniture-like float64
269374,float64,28.0,0.5,finite furniture-like float64
269382,float64,16.5,0.5,finite furniture-like float64
269398,float64,28.0,0.5,finite furniture-like float64
269406,float64,16.5,0.5,finite furniture-like float64
269430,float64,28.0,0.5,finite furniture-like float64
269438,float64,16.5,0.5,finite furniture-like float64
269454,float64,28.0,0.5,finite furniture-like float64
269462,float64,11.0,0.5,finite furniture-like float64
269478,float64,19.5,0.5,finite furniture-like float64
269486,float64,28.0,0.5,finite furniture-like float64
269494,float64,11.0,0.5,finite furniture-like float64
269510,float64,28.0,0.5,finite furniture-like float64
269518,float64,11.0,0.5,finite furniture-like float64
269534,float64,19.5,0.5,finite furniture-like float64
269542,float64,28.0,0.5,finite furniture-like float64
269550,float64,11.0,0.5,finite furniture-like float64
269558,float64,19.5,0.5,finite furniture-like float64
269566,float64,28.0,0.5,finite furniture-like float64
269574,float64,16.5,0.5,finite furniture-like float64
269590,float64,19.5,0.5,finite furniture-like float64
269598,float64,28.0,0.5,finite furniture-like float64
269606,float64,16.5,0.5,finite furniture-like float64
269622,float64,28.0,0.5,finite furniture-like float64
269630,float64,16.5,0.5,finite furniture-like float64
269646,float64,19.5,0.5,finite furniture-like float64
269653,float64,2.0000000000000284,0.5,finite furniture-like float64
269654,float64,32.0,0.5,finite furniture-like float64
269662,float64,16.5,0.5,finite furniture-like float64
269677,float64,2.0,0.5,finite furniture-like float64
269678,float64,32.0,0.5,finite furniture-like float64
269686,float64,16.5,0.5,finite furniture-like float64
269709,float64,2.0,0.5,finite furniture-like float64
269710,float64,32.0,0.5,finite furniture-like float64
269718,float64,16.5,0.5,finite furniture-like float64
269734,float64,28.0,0.5,finite furniture-like float64
269742,float64,16.5,0.5,finite furniture-like float64
269758,float64,19.5,0.5,finite furniture-like float64
269766,float64,28.0,0.5,finite furniture-like float64
269774,float64,16.5,0.5,finite furniture-like float64
269782,float64,19.5,0.5,finite furniture-like float64
269789,float64,2.0000000000000284,0.5,finite furniture-like float64
269790,float64,32.0,0.5,finite furniture-like float64
269798,float64,16.5,0.5,finite furniture-like float64
269822,float64,-17.5,0.5,finite furniture-like float64
269830,float64,16.5,0.5,finite furniture-like float64
269846,float64,-22.5,0.5,finite furniture-like float64
269854,float64,16.5,0.5,finite furniture-like float64
269906,float64,-1.0,0.5,finite furniture-like float64
269926,float64,-22.5,0.5,finite furniture-like float64
269934,float64,16.5,0.5,finite furniture-like float64
269948,float64,2.0000000000072706,0.5,finite furniture-like float64
269950,float64,-27.25,0.5,finite furniture-like float64
269958,float64,16.5,0.5,finite furniture-like float64
269982,float64,16.5,0.5,finite furniture-like float64
269997,float64,2.0000000000000284,0.5,finite furniture-like float64
269998,float64,-32.0,0.5,finite furniture-like float64
270006,float64,16.5,0.5,finite furniture-like float64
270029,float64,2.0000000000000284,0.5,finite furniture-like float64
270030,float64,-32.0,0.5,finite furniture-like float64
270038,float64,16.5,0.5,finite furniture-like float64
270053,float64,2.0000000000000284,0.5,finite furniture-like float64
270054,float64,-32.0,0.5,finite furniture-like float64
270062,float64,16.5,0.5,finite furniture-like float64
270114,float64,-1.0,0.5,finite furniture-like float64
270133,float64,2.0000000000000284,0.5,finite furniture-like float64
