offset,dtype,value,confidence,reason
173493,float64,2.25,0.5,finite furniture-like float64
173510,float64,34.0,0.5,finite furniture-like float64
173688,float64,18.0,0.5,finite furniture-like float64
173722,float64,-3.55,0.5,finite furniture-like float64
173739,float64,-3.55,0.5,finite furniture-like float64
173756,float64,52.0,0.5,finite furniture-like float64
173773,float64,3.55,0.5,finite furniture-like float64
173790,float64,3.55,0.5,finite furniture-like float64
173876,float64,1.0,0.5,finite furniture-like float64
173927,float64,3.55,0.5,finite furniture-like float64
173944,float64,18.0,0.5,finite furniture-like float64
173980,float64,18.0,0.5,finite furniture-like float64
174031,float64,1.0,0.5,finite furniture-like float64
174082,float64,2.25,0.5,finite furniture-like float64
174099,float64,34.0,0.5,finite furniture-like float64
174277,float64,18.0,0.5,finite furniture-like float64
174311,float64,-3.55,0.5,finite furniture-like float64
174328,float64,-3.55,0.5,finite furniture-like float64
174345,float64,52.0,0.5,finite furniture-like float64
174362,float64,3.55,0.5,finite furniture-like float64
174379,float64,3.55,0.5,finite furniture-like float64
174465,float64,1.0,0.5,finite furniture-like float64
174516,float64,3.55,0.5,finite furniture-like float64
174533,float64,18.0,0.5,finite furniture-like float64
174569,float64,18.0,0.5,finite furniture-like float64
174620,float64,1.0,0.5,finite furniture-like float64
174671,float64,2.25,0.5,finite furniture-like float64
174688,float64,34.0,0.5,finite furniture-like float64
174916,float64,18.0,0.5,finite furniture-like float64
175241,float64,-13.0,0.5,finite furniture-like float64
175258,float64,-14.0,0.5,finite furniture-like float64
175275,float64,-7.5,0.5,finite furniture-like float64
175290,float64,-2.0000000000005684,0.5,finite furniture-like float64
175292,float64,41.5,0.5,finite furniture-like float64
175326,float64,7.5,0.5,finite furniture-like float64
175378,float64,-9.0,0.5,finite furniture-like float64
175412,float64,1.0,0.5,finite furniture-like float64
175463,float64,4.0,0.5,finite furniture-like float64
175480,float64,34.0,0.5,finite furniture-like float64
175529,float64,34.0,0.5,finite furniture-like float64
175597,float64,-1.0,0.5,finite furniture-like float64
175631,float64,7.5,0.5,finite furniture-like float64
175648,float64,14.0,0.5,finite furniture-like float64
175714,float64,-9.0,0.5,finite furniture-like float64
175748,float64,-1.0,0.5,finite furniture-like float64
175799,float64,2.25,0.5,finite furniture-like float64
175816,float64,13.0,0.5,finite furniture-like float64
176044,float64,18.0,0.5,finite furniture-like float64
176369,float64,-13.0,0.5,finite furniture-like float64
176386,float64,-14.0,0.5,finite furniture-like float64
176403,float64,-7.5,0.5,finite furniture-like float64
176418,float64,-2.0000000000005684,0.5,finite furniture-like float64
176420,float64,41.5,0.5,finite furniture-like float64
176454,float64,7.5,0.5,finite furniture-like float64
176506,float64,-9.0,0.5,finite furniture-like float64
176540,float64,1.0,0.5,finite furniture-like float64
176591,float64,4.0,0.5,finite furniture-like float64
176608,float64,34.0,0.5,finite furniture-like float64
176657,float64,34.0,0.5,finite furniture-like float64
176725,float64,-1.0,0.5,finite furniture-like float64
176759,float64,7.5,0.5,finite furniture-like float64
176776,float64,14.0,0.5,finite furniture-like float64
176842,float64,-9.0,0.5,finite furniture-like float64
176876,float64,-1.0,0.5,finite furniture-like float64
176927,float64,2.25,0.5,finite furniture-like float64
176944,float64,13.0,0.5,finite furniture-like float64
177172,float64,18.0,0.5,finite furniture-like float64
177497,float64,-13.0,0.5,finite furniture-like float64
177514,float64,-14.0,0.5,finite furniture-like float64
177531,float64,-7.5,0.5,finite furniture-like float64
177546,float64,-2.0000000000005684,0.5,finite furniture-like float64
177548,float64,41.5,0.5,finite furniture-like float64
177582,float64,7.5,0.5,finite furniture-like float64
177634,float64,-9.0,0.5,finite furniture-like float64
177668,float64,1.0,0.5,finite furniture-like float64
177719,float64,4.0,0.5,finite furniture-like float64
177736,float64,34.0,0.5,finite furniture-like float64
177785,float64,34.0,0.5,finite furniture-like float64
177853,float64,-1.0,0.5,finite furniture-like float64
177887,float64,7.5,0.5,finite furniture-like float64
177904,float64,14.0,0.5,finite furniture-like float64
177970,float64,-9.0,0.5,finite furniture-like float64
178004,float64,-1.0,0.5,finite furniture-like float64
178055,float64,2.25,0.5,finite furniture-like float64
178072,float64,13.0,0.5,finite furniture-like float64
178300,float64,18.0,0.5,finite furniture-like float64
178625,float64,-13.0,0.5,finite furniture-like float64
178642,float64,-14.0,0.5,finite furniture-like float64
178659,float64,-7.5,0.5,finite furniture-like float64
178674,float64,-2.0000000000005684,0.5,finite furniture-like float64
178676,float64,41.5,0.5,finite furniture-like float64
178710,float64,7.5,0.5,finite furniture-like float64
178762,float64,-9.0,0.5,finite furniture-like float64
178796,float64,1.0,0.5,finite furniture-like float64
178847,float64,4.0,0.5,finite furniture-like float64
178864,float64,34.0,0.5,finite furniture-like float64
178913,float64,34.0,0.5,finite furniture-like float64
178981,float64,-1.0,0.5,finite furniture-like float64
179015,float64,7.5,0.5,finite furniture-like float64
179032,float64,14.0,0.5,finite furniture-like float64
179098,float64,-9.0,0.5,finite furniture-like float64
179132,float64,-1.0,0.5,finite furniture-like float64
179183,float64,2.25,0.5,finite furniture-like float64
179200,float64,13.0,0.5,finite furniture-like float64
179428,float64,18.0,0.5,finite furniture-like float64
179753,float64,-13.0,0.5,finite furniture-like float64
179770,float64,-14.0,0.5,finite furniture-like float64
179787,float64,-7.5,0.5,finite furniture-like float64
179802,float64,-2.0000000000005684,0.5,finite furniture-like float64
179804,float64,41.5,0.5,finite furniture-like float64
179838,float64,7.5,0.5,finite furniture-like float64
179890,float64,-9.0,0.5,finite furniture-like float64
179924,float64,1.0,0.5,finite furniture-like float64
179975,float64,4.0,0.5,finite furniture-like float64
179992,float64,34.0,0.5,finite furniture-like float64
180041,float64,34.0,0.5,finite furniture-like float64
180109,float64,-1.0,0.5,finite furniture-like float64
180143,float64,7.5,0.5,finite furniture-like float64
180160,float64,14.0,0.5,finite furniture-like float64
180226,float64,-9.0,0.5,finite furniture-like float64
180260,float64,-1.0,0.5,finite furniture-like float64
180311,float64,2.25,0.5,finite furniture-like float64
180328,float64,13.0,0.5,finite furniture-like float64
180556,float64,18.0,0.5,finite furniture-like float64
180881,float64,-13.0,0.5,finite furniture-like float64
180898,float64,-14.0,0.5,finite furniture-like float64
180915,float64,-7.5,0.5,finite furniture-like float64
180930,float64,-2.0000000000005684,0.5,finite furniture-like float64
180932,float64,41.5,0.5,finite furniture-like float64
180966,float64,7.5,0.5,finite furniture-like float64
181018,float64,-9.0,0.5,finite furniture-like float64
181052,float64,1.0,0.5,finite furniture-like float64
181103,float64,4.0,0.5,finite furniture-like float64
181120,float64,34.0,0.5,finite furniture-like float64
181169,float64,34.0,0.5,finite furniture-like float64
181237,float64,-1.0,0.5,finite furniture-like float64
181271,float64,7.5,0.5,finite furniture-like float64
181288,float64,14.0,0.5,finite furniture-like float64
181354,float64,-9.0,0.5,finite furniture-like float64
181388,float64,-1.0,0.5,finite furniture-like float64
181439,float64,2.25,0.5,finite furniture-like float64
181456,float64,13.0,0.5,finite furniture-like float64
181684,float64,18.0,0.5,finite furniture-like float64
182009,float64,-13.0,0.5,finite furniture-like float64
182026,float64,-14.0,0.5,finite furniture-like float64
182043,float64,-7.5,0.5,finite furniture-like float64
182058,float64,-2.0000000000005684,0.5,finite furniture-like float64
182060,float64,41.5,0.5,finite furniture-like float64
182094,float64,7.5,0.5,finite furniture-like float64
182146,float64,-9.0,0.5,finite furniture-like float64
182180,float64,1.0,0.5,finite furniture-like float64
182231,float64,4.0,0.5,finite furniture-like float64
182248,float64,34.0,0.5,finite furniture-like float64
182297,float64,34.0,0.5,finite furniture-like float64
182365,float64,-1.0,0.5,finite furniture-like float64
182399,float64,7.5,0.5,finite furniture-like float64
182416,float64,14.0,0.5,finite furniture-like float64
182482,float64,-9.0,0.5,finite furniture-like float64
182516,float64,-1.0,0.5,finite furniture-like float64
182567,float64,2.25,0.5,finite furniture-like float64
182584,float64,13.0,0.5,finite furniture-like float64
182812,float64,18.0,0.5,finite furniture-like float64
183137,float64,-13.0,0.5,finite furniture-like float64
183154,float64,-14.0,0.5,finite furniture-like float64
183171,float64,-7.5,0.5,finite furniture-like float64
183186,float64,-2.0000000000005684,0.5,finite furniture-like float64
183188,float64,41.5,0.5,finite furniture-like float64
183222,float64,7.5,0.5,finite furniture-like float64
183274,float64,-9.0,0.5,finite furniture-like float64
183308,float64,1.0,0.5,finite furniture-like float64
183359,float64,4.0,0.5,finite furniture-like float64
183376,float64,34.0,0.5,finite furniture-like float64
183425,float64,34.0,0.5,finite furniture-like float64
183493,float64,-1.0,0.5,finite furniture-like float64
183527,float64,7.5,0.5,finite furniture-like float64
183544,float64,14.0,0.5,finite furniture-like float64
183610,float64,-9.0,0.5,finite furniture-like float64
183644,float64,-1.0,0.5,finite furniture-like float64
183695,float64,2.25,0.5,finite furniture-like float64
183712,float64,13.0,0.5,finite furniture-like float64
183940,float64,18.0,0.5,finite furniture-like float64
184265,float64,-13.0,0.5,finite furniture-like float64
184282,float64,-14.0,0.5,finite furniture-like float64
184299,float64,-7.5,0.5,finite furniture-like float64
184314,float64,-2.0000000000005684,0.5,finite furniture-like float64
184316,float64,41.5,0.5,finite furniture-like float64
184350,float64,7.5,0.5,finite furniture-like float64
184402,float64,-9.0,0.5,finite furniture-like float64
184436,float64,1.0,0.5,finite furniture-like float64
184487,float64,4.0,0.5,finite furniture-like float64
184504,float64,34.0,0.5,finite furniture-like float64
184553,float64,34.0,0.5,finite furniture-like float64
184621,float64,-1.0,0.5,finite furniture-like float64
184655,float64,7.5,0.5,finite furniture-like float64
184672,float64,14.0,0.5,finite furniture-like float64
184738,float64,-9.0,0.5,finite furniture-like float64
184772,float64,-1.0,0.5,finite furniture-like float64
184823,float64,2.25,0.5,finite furniture-like float64
184840,float64,13.0,0.5,finite furniture-like float64
185068,float64,18.0,0.5,finite furniture-like float64
185393,float64,-13.0,0.5,finite furniture-like float64
185410,float64,-14.0,0.5,finite furniture-like float64
185427,float64,-7.5,0.5,finite furniture-like float64
185442,float64,-2.0000000000005684,0.5,finite furniture-like float64
185444,float64,41.5,0.5,finite furniture-like float64
185478,float64,7.5,0.5,finite furniture-like float64
185530,float64,-9.0,0.5,finite furniture-like float64
185564,float64,1.0,0.5,finite furniture-like float64
185615,float64,4.0,0.5,finite furniture-like float64
185632,float64,34.0,0.5,finite furniture-like float64
185681,float64,34.0,0.5,finite furniture-like float64
185749,float64,-1.0,0.5,finite furniture-like float64
185783,float64,7.5,0.5,finite furniture-like float64
185800,float64,14.0,0.5,finite furniture-like float64
185866,float64,-9.0,0.5,finite furniture-like float64
185900,float64,-1.0,0.5,finite furniture-like float64
185951,float64,2.25,0.5,finite furniture-like float64
185968,float64,13.0,0.5,finite furniture-like float64
186152,float64,18.0,0.5,finite furniture-like float64
186182,float64,7.0,0.5,finite furniture-like float64
186199,float64,-4.0,0.5,finite furniture-like float64
186216,float64,-4.0,0.5,finite furniture-like float64
186233,float64,40.0,0.5,finite furniture-like float64
186250,float64,4.0,0.5,finite furniture-like float64
186267,float64,4.0,0.5,finite furniture-like float64
186302,float64,18.0,0.5,finite furniture-like float64
186353,float64,1.0,0.5,finite furniture-like float64
186404,float64,4.0,0.5,finite furniture-like float64
186421,float64,22.0,0.5,finite furniture-like float64
186457,float64,18.0,0.5,finite furniture-like float64
186508,float64,-1.0,0.5,finite furniture-like float64
186559,float64,4.0,0.5,finite furniture-like float64
186576,float64,11.0,0.5,finite furniture-like float64
186760,float64,18.0,0.5,finite furniture-like float64
186790,float64,7.0,0.5,finite furniture-like float64
186807,float64,-4.0,0.5,finite furniture-like float64
186824,float64,-4.0,0.5,finite furniture-like float64
186841,float64,40.0,0.5,finite furniture-like float64
186858,float64,4.0,0.5,finite furniture-like float64
186875,float64,4.0,0.5,finite furniture-like float64
186910,float64,18.0,0.5,finite furniture-like float64
186961,float64,1.0,0.5,finite furniture-like float64
187012,float64,4.0,0.5,finite furniture-like float64
187029,float64,22.0,0.5,finite furniture-like float64
187065,float64,18.0,0.5,finite furniture-like float64
187116,float64,-1.0,0.5,finite furniture-like float64
187167,float64,4.0,0.5,finite furniture-like float64
187184,float64,11.0,0.5,finite furniture-like float64
187368,float64,18.0,0.5,finite furniture-like float64
187398,float64,7.0,0.5,finite furniture-like float64
187415,float64,-4.0,0.5,finite furniture-like float64
187432,float64,-4.0,0.5,finite furniture-like float64
187449,float64,40.0,0.5,finite furniture-like float64
187466,float64,4.0,0.5,finite furniture-like float64
187483,float64,4.0,0.5,finite furniture-like float64
187518,float64,18.0,0.5,finite furniture-like float64
187569,float64,1.0,0.5,finite furniture-like float64
187620,float64,4.0,0.5,finite furniture-like float64
187637,float64,22.0,0.5,finite furniture-like float64
187673,float64,18.0,0.5,finite furniture-like float64
187724,float64,-1.0,0.5,finite furniture-like float64
187775,float64,4.0,0.5,finite furniture-like float64
187792,float64,11.0,0.5,finite furniture-like float64
187976,float64,18.0,0.5,finite furniture-like float64
188006,float64,7.0,0.5,finite furniture-like float64
188023,float64,-4.0,0.5,finite furniture-like float64
188040,float64,-4.0,0.5,finite furniture-like float64
188057,float64,40.0,0.5,finite furniture-like float64
188074,float64,4.0,0.5,finite furniture-like float64
188091,float64,4.0,0.5,finite furniture-like float64
188126,float64,18.0,0.5,finite furniture-like float64
188177,float64,1.0,0.5,finite furniture-like float64
188228,float64,4.0,0.5,finite furniture-like float64
188245,float64,22.0,0.5,finite furniture-like float64
188281,float64,18.0,0.5,finite furniture-like float64
188332,float64,-1.0,0.5,finite furniture-like float64
188383,float64,4.0,0.5,finite furniture-like float64
188400,float64,11.0,0.5,finite furniture-like float64
188584,float64,18.0,0.5,finite furniture-like float64
188614,float64,7.0,0.5,finite furniture-like float64
188631,float64,-4.0,0.5,finite furniture-like float64
188648,float64,-4.0,0.5,finite furniture-like float64
188665,float64,40.0,0.5,finite furniture-like float64
188682,float64,4.0,0.5,finite furniture-like float64
188699,float64,4.0,0.5,finite furniture-like float64
188734,float64,18.0,0.5,finite furniture-like float64
188785,float64,1.0,0.5,finite furniture-like float64
188836,float64,4.0,0.5,finite furniture-like float64
188853,float64,22.0,0.5,finite furniture-like float64
188889,float64,18.0,0.5,finite furniture-like float64
188940,float64,-1.0,0.5,finite furniture-like float64
188991,float64,4.0,0.5,finite furniture-like float64
189008,float64,11.0,0.5,finite furniture-like float64
189192,float64,18.0,0.5,finite furniture-like float64
189222,float64,7.0,0.5,finite furniture-like float64
189239,float64,-4.0,0.5,finite furniture-like float64
189256,float64,-4.0,0.5,finite furniture-like float64
189273,float64,40.0,0.5,finite furniture-like float64
189290,float64,4.0,0.5,finite furniture-like float64
189307,float64,4.0,0.5,finite furniture-like float64
189342,float64,18.0,0.5,finite furniture-like float64
189393,float64,1.0,0.5,finite furniture-like float64
189444,float64,4.0,0.5,finite furniture-like float64
189461,float64,22.0,0.5,finite furniture-like float64
189497,float64,18.0,0.5,finite furniture-like float64
189548,float64,-1.0,0.5,finite furniture-like float64
189599,float64,4.0,0.5,finite furniture-like float64
189616,float64,11.0,0.5,finite furniture-like float64
189800,float64,18.0,0.5,finite furniture-like float64
189830,float64,7.0,0.5,finite furniture-like float64
189847,float64,-4.0,0.5,finite furniture-like float64
189864,float64,-4.0,0.5,finite furniture-like float64
189881,float64,40.0,0.5,finite furniture-like float64
189898,float64,4.0,0.5,finite furniture-like float64
189915,float64,4.0,0.5,finite furniture-like float64
189950,float64,18.0,0.5,finite furniture-like float64
190001,float64,1.0,0.5,finite furniture-like float64
190052,float64,4.0,0.5,finite furniture-like float64
190069,float64,22.0,0.5,finite furniture-like float64
190105,float64,18.0,0.5,finite furniture-like float64
190156,float64,-1.0,0.5,finite furniture-like float64
190207,float64,4.0,0.5,finite furniture-like float64
190224,float64,11.0,0.5,finite furniture-like float64
190408,float64,18.0,0.5,finite furniture-like float64
190438,float64,7.0,0.5,finite furniture-like float64
190455,float64,-4.0,0.5,finite furniture-like float64
190472,float64,-4.0,0.5,finite furniture-like float64
190489,float64,40.0,0.5,finite furniture-like float64
190506,float64,4.0,0.5,finite furniture-like float64
190523,float64,4.0,0.5,finite furniture-like float64
190558,float64,18.0,0.5,finite furniture-like float64
190609,float64,1.0,0.5,finite furniture-like float64
190660,float64,4.0,0.5,finite furniture-like float64
190677,float64,22.0,0.5,finite furniture-like float64
190713,float64,18.0,0.5,finite furniture-like float64
190764,float64,-1.0,0.5,finite furniture-like float64
190815,float64,4.0,0.5,finite furniture-like float64
190832,float64,11.0,0.5,finite furniture-like float64
191016,float64,18.0,0.5,finite furniture-like float64
191046,float64,7.0,0.5,finite furniture-like float64
191063,float64,-4.0,0.5,finite furniture-like float64
191080,float64,-4.0,0.5,finite furniture-like float64
191097,float64,40.0,0.5,finite furniture-like float64
191114,float64,4.0,0.5,finite furniture-like float64
191131,float64,4.0,0.5,finite furniture-like float64
191166,float64,18.0,0.5,finite furniture-like float64
191217,float64,1.0,0.5,finite furniture-like float64
191268,float64,4.0,0.5,finite furniture-like float64
191285,float64,22.0,0.5,finite furniture-like float64
191321,float64,18.0,0.5,finite furniture-like float64
191372,float64,-1.0,0.5,finite furniture-like float64
191423,float64,4.0,0.5,finite furniture-like float64
191440,float64,11.0,0.5,finite furniture-like float64
191624,float64,18.0,0.5,finite furniture-like float64
191654,float64,7.0,0.5,finite furniture-like float64
191671,float64,-4.0,0.5,finite furniture-like float64
191688,float64,-4.0,0.5,finite furniture-like float64
191705,float64,40.0,0.5,finite furniture-like float64
191722,float64,4.0,0.5,finite furniture-like float64
191739,float64,4.0,0.5,finite furniture-like float64
191774,float64,18.0,0.5,finite furniture-like float64
191825,float64,1.0,0.5,finite furniture-like float64
191876,float64,4.0,0.5,finite furniture-like float64
191893,float64,22.0,0.5,finite furniture-like float64
191929,float64,18.0,0.5,finite furniture-like float64
191980,float64,-1.0,0.5,finite furniture-like float64
192031,float64,4.0,0.5,finite furniture-like float64
192048,float64,11.0,0.5,finite furniture-like float64
192232,float64,18.0,0.5,finite furniture-like float64
192262,float64,7.0,0.5,finite furniture-like float64
192279,float64,-4.0,0.5,finite furniture-like float64
192296,float64,-4.0,0.5,finite furniture-like float64
192313,float64,40.0,0.5,finite furniture-like float64
192330,float64,4.0,0.5,finite furniture-like float64
192347,float64,4.0,0.5,finite furniture-like float64
192382,float64,18.0,0.5,finite furniture-like float64
192433,float64,1.0,0.5,finite furniture-like float64
192484,float64,4.0,0.5,finite furniture-like float64
192501,float64,22.0,0.5,finite furniture-like float64
192537,float64,18.0,0.5,finite furniture-like float64
192588,float64,-1.0,0.5,finite furniture-like float64
192639,float64,4.0,0.5,finite furniture-like float64
192656,float64,11.0,0.5,finite furniture-like float64
192840,float64,18.0,0.5,finite furniture-like float64
192870,float64,7.0,0.5,finite furniture-like float64
192887,float64,-4.0,0.5,finite furniture-like float64
192904,float64,-4.0,0.5,finite furniture-like float64
192921,float64,40.0,0.5,finite furniture-like float64
192938,float64,4.0,0.5,finite furniture-like float64
192955,float64,4.0,0.5,finite furniture-like float64
192990,float64,18.0,0.5,finite furniture-like float64
193041,float64,1.0,0.5,finite furniture-like float64
193092,float64,4.0,0.5,finite furniture-like float64
193109,float64,22.0,0.5,finite furniture-like float64
193145,float64,18.0,0.5,finite furniture-like float64
193196,float64,-1.0,0.5,finite furniture-like float64
193247,float64,4.0,0.5,finite furniture-like float64
193264,float64,11.0,0.5,finite furniture-like float64
193492,float64,18.0,0.5,finite furniture-like float64
193817,float64,-13.0,0.5,finite furniture-like float64
193834,float64,-14.0,0.5,finite furniture-like float64
193851,float64,-7.5,0.5,finite furniture-like float64
193866,float64,-2.0000000000005684,0.5,finite furniture-like float64
193868,float64,41.5,0.5,finite furniture-like float64
193902,float64,7.5,0.5,finite furniture-like float64
193954,float64,-9.0,0.5,finite furniture-like float64
193988,float64,1.0,0.5,finite furniture-like float64
194039,float64,4.0,0.5,finite furniture-like float64
194056,float64,34.0,0.5,finite furniture-like float64
194105,float64,34.0,0.5,finite furniture-like float64
194173,float64,-1.0,0.5,finite furniture-like float64
194207,float64,7.5,0.5,finite furniture-like float64
194224,float64,14.0,0.5,finite furniture-like float64
194290,float64,-9.0,0.5,finite furniture-like float64
194324,float64,-1.0,0.5,finite furniture-like float64
194375,float64,2.25,0.5,finite furniture-like float64
194392,float64,13.0,0.5,finite furniture-like float64
194620,float64,18.0,0.5,finite furniture-like float64
194945,float64,-13.0,0.5,finite furniture-like float64
194962,float64,-14.0,0.5,finite furniture-like float64
194979,float64,-7.5,0.5,finite furniture-like float64
194994,float64,-2.0000000000005684,0.5,finite furniture-like float64
194996,float64,41.5,0.5,finite furniture-like float64
195030,float64,7.5,0.5,finite furniture-like float64
195082,float64,-9.0,0.5,finite furniture-like float64
195116,float64,1.0,0.5,finite furniture-like float64
195167,float64,4.0,0.5,finite furniture-like float64
195184,float64,34.0,0.5,finite furniture-like float64
195233,float64,34.0,0.5,finite furniture-like float64
195301,float64,-1.0,0.5,finite furniture-like float64
195335,float64,7.5,0.5,finite furniture-like float64
195352,float64,14.0,0.5,finite furniture-like float64
195418,float64,-9.0,0.5,finite furniture-like float64
195452,float64,-1.0,0.5,finite furniture-like float64
195503,float64,2.25,0.5,finite furniture-like float64
195520,float64,13.0,0.5,finite furniture-like float64
195748,float64,18.0,0.5,finite furniture-like float64
196073,float64,-13.0,0.5,finite furniture-like float64
196090,float64,-14.0,0.5,finite furniture-like float64
196107,float64,-7.5,0.5,finite furniture-like float64
196122,float64,-2.0000000000005684,0.5,finite furniture-like float64
196124,float64,41.5,0.5,finite furniture-like float64
196158,float64,7.5,0.5,finite furniture-like float64
196210,float64,-9.0,0.5,finite furniture-like float64
196244,float64,1.0,0.5,finite furniture-like float64
196295,float64,4.0,0.5,finite furniture-like float64
196312,float64,34.0,0.5,finite furniture-like float64
196361,float64,34.0,0.5,finite furniture-like float64
196429,float64,-1.0,0.5,finite furniture-like float64
196463,float64,7.5,0.5,finite furniture-like float64
196480,float64,14.0,0.5,finite furniture-like float64
196546,float64,-9.0,0.5,finite furniture-like float64
196580,float64,-1.0,0.5,finite furniture-like float64
196631,float64,2.25,0.5,finite furniture-like float64
196648,float64,13.0,0.5,finite furniture-like float64
196826,float64,18.0,0.5,finite furniture-like float64
196860,float64,-3.55,0.5,finite furniture-like float64
196877,float64,-3.55,0.5,finite furniture-like float64
196894,float64,52.0,0.5,finite furniture-like float64
196911,float64,3.55,0.5,finite furniture-like float64
196928,float64,3.55,0.5,finite furniture-like float64
197014,float64,1.0,0.5,finite furniture-like float64
197065,float64,3.55,0.5,finite furniture-like float64
197082,float64,18.000000000006494,0.5,finite furniture-like float64
197118,float64,18.0,0.5,finite furniture-like float64
197169,float64,1.0,0.5,finite furniture-like float64
197220,float64,2.25,0.5,finite furniture-like float64
197237,float64,34.0,0.5,finite furniture-like float64
197415,float64,18.0,0.5,finite furniture-like float64
197449,float64,-3.55,0.5,finite furniture-like float64
197466,float64,-3.55,0.5,finite furniture-like float64
197483,float64,52.0,0.5,finite furniture-like float64
197500,float64,3.55,0.5,finite furniture-like float64
197517,float64,3.55,0.5,finite furniture-like float64
197603,float64,1.0,0.5,finite furniture-like float64
197654,float64,3.55,0.5,finite furniture-like float64
197671,float64,18.000000000006494,0.5,finite furniture-like float64
197707,float64,18.0,0.5,finite furniture-like float64
197758,float64,1.0,0.5,finite furniture-like float64
197809,float64,2.25,0.5,finite furniture-like float64
197826,float64,34.0,0.5,finite furniture-like float64
198004,float64,18.0,0.5,finite furniture-like float64
198038,float64,-3.55,0.5,finite furniture-like float64
198055,float64,-3.55,0.5,finite furniture-like float64
198072,float64,52.0,0.5,finite furniture-like float64
198089,float64,3.55,0.5,finite furniture-like float64
198106,float64,3.55,0.5,finite furniture-like float64
198192,float64,1.0,0.5,finite furniture-like float64
198243,float64,3.55,0.5,finite furniture-like float64
198260,float64,18.000000000006494,0.5,finite furniture-like float64
198296,float64,18.0,0.5,finite furniture-like float64
198347,float64,1.0,0.5,finite furniture-like float64
198398,float64,2.25,0.5,finite furniture-like float64
198415,float64,34.0,0.5,finite furniture-like float64
198643,float64,18.0,0.5,finite furniture-like float64
198968,float64,-13.0,0.5,finite furniture-like float64
198985,float64,-14.0,0.5,finite furniture-like float64
199002,float64,-7.5,0.5,finite furniture-like float64
199017,float64,-2.0000000000005684,0.5,finite furniture-like float64
199019,float64,41.5,0.5,finite furniture-like float64
199053,float64,7.5,0.5,finite furniture-like float64
199105,float64,-9.0,0.5,finite furniture-like float64
199139,float64,1.0,0.5,finite furniture-like float64
199190,float64,4.0,0.5,finite furniture-like float64
199207,float64,34.0,0.5,finite furniture-like float64
199256,float64,34.0,0.5,finite furniture-like float64
199324,float64,-1.0,0.5,finite furniture-like float64
199358,float64,7.5,0.5,finite furniture-like float64
199375,float64,14.0,0.5,finite furniture-like float64
199441,float64,-9.0,0.5,finite furniture-like float64
199475,float64,-1.0,0.5,finite furniture-like float64
199526,float64,2.25,0.5,finite furniture-like float64
199543,float64,13.0,0.5,finite furniture-like float64
199771,float64,18.0,0.5,finite furniture-like float64
200096,float64,-13.0,0.5,finite furniture-like float64
200113,float64,-14.0,0.5,finite furniture-like float64
200130,float64,-7.5,0.5,finite furniture-like float64
200145,float64,-2.0000000000005684,0.5,finite furniture-like float64
200147,float64,41.5,0.5,finite furniture-like float64
200181,float64,7.5,0.5,finite furniture-like float64
200233,float64,-9.0,0.5,finite furniture-like float64
200267,float64,1.0,0.5,finite furniture-like float64
200318,float64,4.0,0.5,finite furniture-like float64
200335,float64,34.0,0.5,finite furniture-like float64
200384,float64,34.0,0.5,finite furniture-like float64
200452,float64,-1.0,0.5,finite furniture-like float64
200486,float64,7.5,0.5,finite furniture-like float64
200503,float64,14.0,0.5,finite furniture-like float64
200569,float64,-9.0,0.5,finite furniture-like float64
200603,float64,-1.0,0.5,finite furniture-like float64
200654,float64,2.25,0.5,finite furniture-like float64
200671,float64,13.0,0.5,finite furniture-like float64
200855,float64,18.0,0.5,finite furniture-like float64
200885,float64,7.0,0.5,finite furniture-like float64
200902,float64,-4.0,0.5,finite furniture-like float64
200919,float64,-4.0,0.5,finite furniture-like float64
200936,float64,40.0,0.5,finite furniture-like float64
200953,float64,4.0,0.5,finite furniture-like float64
200970,float64,4.0,0.5,finite furniture-like float64
201005,float64,18.0,0.5,finite furniture-like float64
201056,float64,1.0,0.5,finite furniture-like float64
201107,float64,4.0,0.5,finite furniture-like float64
201124,float64,22.0,0.5,finite furniture-like float64
201160,float64,18.0,0.5,finite furniture-like float64
201211,float64,-1.0,0.5,finite furniture-like float64
201262,float64,4.0,0.5,finite furniture-like float64
201279,float64,11.0,0.5,finite furniture-like float64
201463,float64,18.0,0.5,finite furniture-like float64
201493,float64,7.0,0.5,finite furniture-like float64
201510,float64,-4.0,0.5,finite furniture-like float64
201527,float64,-4.0,0.5,finite furniture-like float64
201544,float64,40.0,0.5,finite furniture-like float64
201561,float64,4.0,0.5,finite furniture-like float64
201578,float64,4.0,0.5,finite furniture-like float64
201613,float64,18.0,0.5,finite furniture-like float64
201664,float64,1.0,0.5,finite furniture-like float64
201715,float64,4.0,0.5,finite furniture-like float64
201732,float64,22.0,0.5,finite furniture-like float64
201768,float64,18.0,0.5,finite furniture-like float64
201819,float64,-1.0,0.5,finite furniture-like float64
201870,float64,4.0,0.5,finite furniture-like float64
201887,float64,11.0,0.5,finite furniture-like float64
202089,float64,18.0,0.5,finite furniture-like float64
202378,float64,-13.0,0.5,finite furniture-like float64
202395,float64,-14.5,0.5,finite furniture-like float64
202412,float64,-10.0,0.5,finite furniture-like float64
202429,float64,19.5,0.5,finite furniture-like float64
202463,float64,10.0,0.5,finite furniture-like float64
202498,float64,9.5,0.5,finite furniture-like float64
202566,float64,-1.0,0.5,finite furniture-like float64
202600,float64,10.0,0.5,finite furniture-like float64
